"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL383634;""GLIQUIDONE"";""ARDF 26|ARDF-26|GLIQUIDONE|GLURENORM"";""Small molecule"";""4.0"";""527.64"";""30"";""58"";""3.52"";""121.88"";""6"";""2"";""1"";""7"";""N"";""0.53"";""4.32"";""None"";""4.14"";""3.20"";""2"";""MOL"";""0"";""37"";""9"";""2"";""1"";""527.2090"";""-0.63"";""ACID"";""C27H33N3O6S"";""COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C"";""LLJFMFZYVVLQKT-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL80;""NALOXONE"";""DBL NALOXONE|NALOXONE|NSC-70413|Nalone|Naloxone|Narcan|Narcanti|Suboxone"";""Small molecule"";""4.0"";""327.38"";""189"";""1269"";""1.30"";""70.00"";""5"";""2"";""0"";""2"";""N"";""0.80"";""10.07"";""7.84"";""1.62"";""1.04"";""1"";""MOL"";""0"";""24"";""5"";""2"";""0"";""327.1471"";""1.94"";""NEUTRAL"";""C19H21NO4"";""C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"";""UZHSEJADLWPNLE-GRGSLBFTSA-N""",,,,,,,,,,,,,
"CHEMBL131;""PREDNISOLONE"";""CORTALONE|DEKOTIL|DELTACORTRIL|DELTALONE|DILACORT|Delta-cortef|Desowen|FERNISOLONE-P|Hydeltra|Hydeltra-Tba|Meti-derm|Meticortelone|NSC-9120|NSC-9900|Neo-Delta-Cortef|PEVANTI|PRECORTISYL|PRECORTISYL FTE|PREDNISOLONE|PRELONE|Poly-Pred|Pred-G|Prednisolone|SCHERIPROCT|Servisone|Sterane|Tridesilon|Verdeso"";""Small molecule"";""4.0"";""360.45"";""173"";""1451"";""1.56"";""94.83"";""5"";""3"";""0"";""2"";""N"";""0.69"";""12.59"";""None"";""1.27"";""1.27"";""0"";""MOL"";""0"";""26"";""5"";""3"";""0"";""360.1937"";""2.57"";""NEUTRAL"";""C21H28O5"";""C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"";""OIGNJSKKLXVSLS-VWUMJDOOSA-N""",,,,,,,,,,,,,
"CHEMBL1473;""FLUTICASONE PROPIONATE"";""AERIVIO SPIROMAX|AIRFLUSAL FORSPIRO|ARMONAIR DIGIHALER|ARMONAIR RESPICLICK|CCI 18781|CCI-18781|CCI18781|Cutivate|FLIXONASE|FLIXOTIDE|FLONASE ALLERGY RELIEF|FLOVENT|FLOVENT DISKUS 100|FLOVENT DISKUS 250|FLOVENT DISKUS 50|FLOVENT HFA|FLUTICAPS|FLUTICASONE|FLUTICASONE PROPIONATE|FLUTICASONE PROPIONATE |FLUTICASONE-17-PROPIONATE|FLUTIFORM|Flonase|Flovent|NASOFAN|NSC-759889|OPN-375|OPTINOSE|PF-00241939|PIRINASE|R01AD08|SEREFLO|SERETIDE 100|SERETIDE 125|SERETIDE 250|SERETIDE 50|SERETIDE 500|SIRDUPLA|XHANCE"";""Small molecule"";""4.0"";""500.58"";""48"";""1182"";""4.43"";""80.67"";""6"";""1"";""1"";""4"";""N"";""0.58"";""13.61"";""None"";""3.72"";""3.72"";""0"";""MOL"";""0"";""34"";""5"";""1"";""1"";""500.1844"";""1.62"";""NEUTRAL"";""C25H31F3O5S"";""CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"";""WMWTYOKRWGGJOA-CENSZEJFSA-N""",,,,,,,,,,,,,
"CHEMBL1668;""RESCINNAMINE"";""APOTERIN S|CARTRIC|CINNALOID|CINNASIL|Moderil|NSC-15628|RESCINNAMINE|RESCISAN|RESEALOID|RESERPININE|Rescinnamine|SCINNAMINA|TSURUSELPI S"";""Small molecule"";""4.0"";""634.73"";""20"";""27"";""4.57"";""117.78"";""10"";""1"";""1"";""9"";""N"";""0.27"";""None"";""7.02"";""4.07"";""3.92"";""3"";""MOL"";""0"";""46"";""11"";""1"";""2"";""634.2890"";""1.04"";""NEUTRAL"";""C35H42N2O9"";""COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"";""SZLZWPPUNLXJEA-QEGASFHISA-N""",,,,,,,,,,,,,
"CHEMBL771;""CYCLOSERINE"";""CYCLOSERINE|CYCLOSERINUM|Cycloserine|D-CYCLOSERINE|NSC-154851|NSC-76029|ORIENTOMYCIN|Seromycin"";""Small molecule"";""4.0"";""102.09"";""79"";""422"";""-1.62"";""64.35"";""3"";""2"";""0"";""0"";""N"";""0.39"";""4.21"";""8.36"";""-2.42"";""-2.42"";""0"";""MOL"";""0"";""7"";""4"";""3"";""0"";""102.0429"";""1.90"";""ACID"";""C3H6N2O2"";""N[C@@H]1CONC1=O"";""DYDCUQKUCUHJBH-UWTATZPHSA-N""",,,,,,,,,,,,,
"CHEMBL1790041;""RANITIDINE"";""NSC-757851|RANITIDINE|Ranitidine|Tritec|Zantac"";""Small molecule"";""4.0"";""314.41"";""173"";""2488"";""1.46"";""83.58"";""7"";""2"";""0"";""10"";""N"";""0.38"";""None"";""7.80"";""0.99"";""0.45"";""1"";""MOL"";""0"";""21"";""7"";""2"";""0"";""314.1413"";""-1.29"";""NEUTRAL"";""C13H22N4O3S"";""CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"";""VMXUWOKSQNHOCA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2367706;""SUCRALFATE"";""Antepsin|Carafate|Sucralfate|Ulcerlmin"";""Unknown"";""4.0"";""2072.71"";""5"";""24"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""2071.5067"";""None"";""None"";""C11H52Al16O75S8"";""O=S(=O)(OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O"";""JTZPPHUZZDKEOC-RBQAPOGLSA-A""",,,,,,,,,,,,,
"CHEMBL1701;""MEPERIDINE HYDROCHLORIDE"";""Demerol|MEPERIDINE HCL|MEPERIDINE HYDROCHLORIDE|MEPERIDINE HYDROCHLORIDE CII|MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE|NIH 10522|NSC-400479|PAMERGAN|PETHIDINE HYDROCHLORIDE|PETHIDINI HYDROCHLORIDUM|PETHILORFAN|Pethidine|Spasmodlin"";""Small molecule"";""4.0"";""283.80"";""12"";""36"";""2.21"";""29.54"";""3"";""0"";""0"";""3"";""Y"";""0.77"";""None"";""8.16"";""2.46"";""1.63"";""1"";""MOL"";""0"";""18"";""3"";""0"";""0"";""247.1572"";""-0.56"";""NEUTRAL"";""C15H22ClNO2"";""CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl"";""WCNLCIJMFAJCPX-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2103758;""PRAMLINTIDE"";""AC-0137|AC-137|AC0137|AC137|PRAMLINTIDE|TRIPRO-AMYLIN"";""Protein"";""4.0"";""3949.45"";""2"";""14"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""BOTH"";""0"";""None"";""None"";""None"";""None"";""3946.9207"";""None"";""None"";""C171H267N51O53S2"";""CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O"";""TZIRZGBAFTZREM-MKAGXXMWSA-N""",,,,,,,,,,,,,
"CHEMBL24778;""SILODOSIN"";""KAD-3213|KMD-3213|KSO-0400|RAPAFLO|RAPILIF|SILODAL|SILODOSIN|SILODYX|URIEF|UROREC"";""Small molecule"";""4.0"";""495.54"";""45"";""155"";""3.07"";""97.05"";""6"";""3"";""0"";""13"";""N"";""0.37"";""None"";""9.66"";""3.05"";""0.83"";""2"";""MOL"";""0"";""35"";""7"";""4"";""0"";""495.2345"";""-0.83"";""BASE"";""C25H32F3N3O4"";""C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F"";""PNCPYILNMDWPEY-QGZVFWFLSA-N""",,,,,,,,,,,,,
"CHEMBL4438625;"""";"""";""Unknown"";"""";""688.01"";""5"";""5"";""8.88"";""90.41"";""7"";""1"";""2"";""6"";""N"";""0.24"";""None"";""7.45"";""7.37"";""7.05"";""1"";""MOL"";""-1"";""50"";""7"";""1"";""2"";""687.4975"";""2.00"";""NEUTRAL"";""C43H65N3O4"";""C=C(C)[C@@H]1CC[C@]2(COC(=O)c3nc(C)c(C)nc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H]6CCCN6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"";""CHYNWQQJPQGPGC-ODANPCDQSA-N""",,,,,,,,,,,,,
"CHEMBL1241;""TRIPELENNAMINE"";""NSC-118946|PBZ|PBZ-SR|TRIPELENNAMINE|Tripelennamine"";""Small molecule"";""4.0"";""255.37"";""17"";""39"";""2.65"";""19.37"";""3"";""0"";""0"";""6"";""N"";""0.79"";""None"";""8.76"";""3.20"";""1.82"";""2"";""MOL"";""0"";""19"";""3"";""0"";""0"";""255.1735"";""-1.23"";""BASE"";""C16H21N3"";""CN(C)CCN(Cc1ccccc1)c1ccccn1"";""UFLGIAIHIAPJJC-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1697841;""ISOMETHEPTENE"";""ISOMETHEPTENE|ISONYL|OCTANIL"";""Small molecule"";""4.0"";""141.26"";""2"";""3"";""2.34"";""12.03"";""1"";""1"";""0"";""4"";""N"";""0.59"";""None"";""10.67"";""2.32"";""-0.63"";""0"";""MOL"";""0"";""10"";""1"";""1"";""0"";""141.1517"";""1.66"";""BASE"";""C9H19N"";""CNC(C)CCC=C(C)C"";""XVQUOJBERHHONY-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL238492;"""";"""";""Small molecule"";"""";""442.68"";""4"";""5"";""6.38"";""49.69"";""3"";""2"";""1"";""6"";""N"";""0.37"";""None"";""None"";""5.19"";""5.19"";""0"";""MOL"";""-1"";""32"";""3"";""2"";""1"";""442.3447"";""2.26"";""NEUTRAL"";""C29H46O3"";""C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COC/C=C/C(C)(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O"";""VPMCCZXLCKLYDM-VNPYOWMXSA-N""",,,,,,,,,,,,,
"CHEMBL1201099;""CODEINE PHOSPHATE"";""Ambenyl Cough Syrup|BEPRO|CODEINE PHOSPHATE|CODEINE PHOSPHATE ANHYDROUS|CODEINE PHOSPHATE BP|CODEINE PHOSPHATE CII|CODEINE PHOSPHATE HEMIHYDRATE|CODEINE PHOSPHATE HYDRATE|CODEINI PHOSPHAS|Colrex Compound|EVACODE|GALCODINE|METHYLMORPHINE"";""Small molecule"";""4.0"";""415.38"";"""";"""";""1.50"";""41.93"";""4"";""1"";""0"";""1"";""N"";""0.80"";""13.78"";""9.19"";""1.34"";""-0.45"";""1"";""MOL"";""0"";""22"";""4"";""1"";""0"";""299.1521"";""2.27"";""BASE"";""C18H26NO8P"";""COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O"";""JPGKFBXFEQWCAI-CCLYOLAMSA-N""",,,,,,,,,,,,,
"CHEMBL2107726;""ARIMOCLOMOL"";""ARIMOCLOMOL|BRX-220 FREE BASE"";""Small molecule"";""3.0"";""313.79"";""1"";""1"";""1.08"";""72.00"";""5"";""1"";""0"";""6"";""N"";""0.37"";""None"";""9.14"";""0.31"";""-1.42"";""1"";""MOL"";""0"";""21"";""6"";""1"";""0"";""313.1193"";""-1.10"";""BASE"";""C14H20ClN3O3"";""[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1"";""SGEIEGAXKLMUIZ-XUVDNFPMSA-N""",,,,,,,,,,,,,
"CHEMBL414357;""EXENATIDE"";""AC 2993|AC-002993|AC-2993|AC-2993A|AC-2993LAR|AC002993|AC2993|AC2993A|BYDUREON|BYDUREON BCISE|BYDUREON PEN|BYETTA|DA-3091|EXENATIDE|EXENATIDE SYNTHETIC|EXENDIN 4|EXENDIN-4|Exenatide Synthetic|Exenatide synthetic|ITCA-650|LY-2148568|LY2148568"";""Protein"";""4.0"";""4186.64"";""19"";""146"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""BOTH"";""0"";""None"";""None"";""None"";""None"";""4184.0273"";""None"";""None"";""C184H282N50O60S"";""CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O"";""HTQBXNHDCUEHJF-XWLPCZSASA-N""",,,,,,,,,,,,,
"CHEMBL52440;""DEXTROMETHORPHAN"";""DEXTROMETHORPHAN|Dextromethorphan|Dimetane-DX|NSC-751452"";""Small molecule"";""4.0"";""271.40"";""142"";""458"";""3.38"";""12.47"";""2"";""0"";""0"";""1"";""N"";""0.78"";""None"";""9.85"";""3.49"";""1.08"";""1"";""MOL"";""0"";""20"";""2"";""0"";""0"";""271.1936"";""1.15"";""BASE"";""C18H25NO"";""COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3"";""MKXZASYAUGDDCJ-NJAFHUGGSA-N""",,,,,,,,,,,,,
"CHEMBL363295;""TERODILINE"";""TERODILINE"";""Small molecule"";""4.0"";""281.44"";""13"";""31"";""4.99"";""12.03"";""1"";""1"";""0"";""5"";""N"";""0.81"";""None"";""10.62"";""5.16"";""2.23"";""2"";""MOL"";""0"";""21"";""1"";""1"";""0"";""281.2143"";""-0.22"";""BASE"";""C20H27N"";""CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C"";""UISARWKNNNHPGI-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1865135;""TIMEPIDIUM"";""TIMEPIDIUM CATION|TIMEPIDIUM ION"";""Small molecule"";""-1.0"";""320.50"";""1"";""1"";""4.11"";""9.23"";""3"";""0"";""0"";""3"";""N"";""0.77"";""None"";""None"";""-0.60"";""-0.60"";""2"";""MOL"";""0"";""21"";""2"";""0"";""0"";""320.1137"";""-0.17"";""NEUTRAL"";""C17H22NOS2+"";""COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1"";""PDYOTUCJOLELJU-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2364639;""VALBENAZINE"";""MT-5199|NBI-98854|VALBENAZINE"";""Small molecule"";""4.0"";""418.58"";""1"";""1"";""3.56"";""74.02"";""6"";""1"";""0"";""7"";""N"";""0.68"";""None"";""8.41"";""3.65"";""2.30"";""1"";""MOL"";""0"";""30"";""6"";""2"";""0"";""418.2832"";""1.15"";""NEUTRAL"";""C24H38N2O4"";""COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2"";""GEJDGVNQKABXKG-CFKGEZKQSA-N""",,,,,,,,,,,,,
"CHEMBL462605;""PITOLISANT"";""BF-2.649|BF-2649|BF2.649|HBS-101|PITOLISANT|Pitolisant|Tiprolisant|Wakix|Wakix"," Europe"";""Small molecule"";""4.0"";""295.85"";""15"";""62"";""4.17"";""12.47"";""2"";""0"";""0"";""8"";""N"";""0.67"";""None"";""9.67"";""4.12"";""1.87"";""1"";""MOL"";""0"";""20"";""2"";""0"";""0"";""295.1703"";""-1.15"";""BASE"";""C17H26ClNO"";""Clc1ccc(CCCOCCCN2CCCCC2)cc1"";""NNACHAUCXXVJSP-UHFFFAOYSA-N""",,,,,,,,,,,,
"CHEMBL1229214;""PRIFINIUM"";""PRIFINIUM CATION|PRIFINIUM ION"";""Small molecule"";""-1.0"";""306.47"";"""";"""";""5.14"";""0.00"";""0"";""0"";""1"";""4"";""N"";""0.69"";""None"";""None"";""0.70"";""0.70"";""2"";""MOL"";""0"";""23"";""1"";""0"";""1"";""306.2216"";""0.25"";""None"";""C22H28N+"";""CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C"";""ZYEPZINLLPPBMI-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2110651;""TIEMONIUM"";""TIEMONIUM CATION|TIEMONIUM ION"";""Small molecule"";""-1.0"";""318.46"";"""";"""";""2.85"";""29.46"";""3"";""1"";""0"";""5"";""N"";""0.86"";""12.82"";""None"";""-1.61"";""-1.61"";""2"";""MOL"";""0"";""22"";""3"";""1"";""0"";""318.1522"";""-0.54"";""NEUTRAL"";""C18H24NO2S+"";""C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1"";""HJDYAOBDPZQHOD-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL707;""DOXAZOSIN"";""C02CA04|Cardura|DOXAZOSIN|Doxazosin|UK-33274"";""Small molecule"";""4.0"";""451.48"";""154"";""978"";""1.72"";""112.27"";""9"";""1"";""0"";""4"";""N"";""0.63"";""12.67"";""7.24"";""2.14"";""1.91"";""3"";""MOL"";""0"";""33"";""10"";""2"";""0"";""451.1856"";""-0.79"";""NEUTRAL"";""C23H25N5O5"";""COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC"";""RUZYUOTYCVRMRZ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1200969;""DUTASTERIDE"";""AVOLVE|Avodart|DUASTRIDE|DUTASTERIDE|GG-745|GI 198745|GI-198745|NSC-740477|NSC-759880"";""Small molecule"";""4.0"";""528.54"";""16"";""60"";""6.58"";""58.20"";""2"";""2"";""2"";""2"";""N"";""0.43"";""12.56"";""None"";""5.79"";""5.79"";""1"";""MOL"";""0"";""37"";""4"";""2"";""2"";""528.2211"";""0.74"";""NEUTRAL"";""C27H30F6N2O2"";""C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12"";""JWJOTENAMICLJG-QWBYCMEYSA-N""",,,,,,,,,,,,,
"CHEMBL270190;""ALVIMOPAN"";""ADL 8-2698|ADL-8-2698|ALVIMOPAN|ALVIMOPAN ANHYDROUS|ALVIMOPAN DIHYDRATE|ANHYDROUS ALVIMOPAN|ENTEREG|LY-246736|LY-246736 DIHYDRATE|LY246736"";""Small molecule"";""4.0"";""424.54"";""48"";""108"";""3.05"";""89.87"";""4"";""3"";""0"";""8"";""N"";""0.61"";""3.71"";""10.66"";""0.82"";""0.82"";""2"";""MOL"";""0"";""31"";""6"";""3"";""0"";""424.2362"";""0.32"";""ZWITTERION"";""C25H32N2O4"";""C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1"";""UPNUIXSCZBYVBB-JVFUWBCBSA-N""",,,,,,,,,,,,,
"CHEMBL1909324;""PINAVERIUM"";""PINAVERIUM|PINAVERIUM CATION|PINAVERIUM ION"";""Small molecule"";""4.0"";""511.52"";""2"";""2"";""5.29"";""36.92"";""4"";""0"";""2"";""10"";""N"";""0.32"";""None"";""None"";""0.67"";""0.67"";""1"";""MOL"";""0"";""32"";""5"";""0"";""2"";""510.2213"";""0.72"";""NEUTRAL"";""C26H41BrNO4+"";""COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC"";""DDHUTBKXLWCZCO-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL457299;""MACROGOL"";""1","2-Ethanediol|Ethylene Glycol|MACROGOL|POLYETHYLENE OXIDE"";""Small molecule"";""4.0"";""62.07"";""115"";""680"";""-1.03"";""40.46"";""2"";""2"";""0"";""1"";""Y"";""0.41"";""None"";""None"";""-1.21"";""-1.21"";""0"";""MOL"";""0"";""4"";""2"";""2"";""0"";""62.0368"";""0.66"";""NEUTRAL"";""C2H6O2"";""OCCO"";""LYCAIKOWRPUZTN-UHFFFAOYSA-N""",,,,,,,,,,,,
"CHEMBL92627;"""";"""";""Small molecule"";"""";""511.69"";""1"";""1"";""2.91"";""98.74"";""5"";""3"";""1"";""8"";""N"";""0.51"";""12.54"";""None"";""2.81"";""2.81"";""2"";""MOL"";""-1"";""36"";""7"";""3"";""1"";""511.2505"";""0.12"";""NEUTRAL"";""C28H37N3O4S"";""CC(C)(C)NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2ccccc2)CSC1(C)C"";""IIUYNOCBVMYAHS-OEMFJLHTSA-N""",,,,,,,,,,,,,
"CHEMBL870;""ALENDRONIC ACID"";""ALENDRONATE|ALENDRONIC ACID|Alendronate|Alendronic Acid|BINOSTO|FOSAMAX|Fosamax"";""Small molecule"";""4.0"";""249.10"";""138"";""667"";""-1.27"";""161.31"";""4"";""6"";""1"";""5"";""N"";""0.33"";""0.69"";""9.91"";""-4.19"";""-6.55"";""0"";""MOL"";""0"";""14"";""8"";""7"";""1"";""249.0167"";""0.71"";""ZWITTERION"";""C4H13NO7P2"";""NCCCC(O)(P(=O)(O)O)P(=O)(O)O"";""OGSPWJRAVKPPFI-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1219;""RABEPRAZOLE"";""Aciphex|E-3810 (PPI)|E3810|ERALOC|LY-307640|LY307640|PARIPRAZOLE|RABEPRAZOLE|Rabeprazole"";""Small molecule"";""4.0"";""359.45"";""149"";""675"";""2.99"";""83.09"";""5"";""1"";""0"";""8"";""N"";""0.49"";""9.35"";""4.24"";""2.09"";""2.09"";""3"";""MOL"";""0"";""25"";""6"";""1"";""0"";""359.1304"";""-0.57"";""NEUTRAL"";""C18H21N3O3S"";""COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C"";""YREYEVIYCVEVJK-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL130;""CHLORAMPHENICOL"";""9-HYDROXY-9-PHENYLXANTHENE|9-PHENYL-9H-XANTHEN-9-OL|AMPHICOL|BROCHLOR|BROLENE ANTIBIOTIC|CHLORAMPHENICOL|CHLOROFAIR|CHLOROPTIC|CHLOROPTIC S.O.P.|Chloramex|Chloramphenicol|Chlorbiotic|Chloromycetin|ECONOCHLOR|GOLDEN EYE ANTIBIOTIC|KEMICETINE|KLORAFECT|Kernispray|MYCHEL|Mychel-S|NSC-16331|NSC-3069|OPHTHOCHLOR|OPTOMYCIN|SNO PHENICOL|TUBILUX INFECTED EYES|Tevcocin|XANTHEN-9-OL"," 9-PHENYL-"";""Small molecule"";""4.0"";""323.13"";""431"";""6055"";""0.91"";""112.70"";""5"";""3"";""0"";""6"";""N"";""0.41"";""8.69"";""None"";""0.88"";""0.86"";""1"";""MOL"";""0"";""20"";""7"";""3"";""0"";""322.0123"";""-0.11"";""NEUTRAL"";""C11H12Cl2N2O5"";""O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl"";""WIIZWVCIJKGZOK-RKDXNWHRSA-N""",,,,,,,,,,,,
"CHEMBL4436362;"""";"""";""Unknown"";"""";""827.16"";""5"";""5"";""9.13"";""119.00"";""8"";""0"";""2"";""7"";""N"";""0.20"";""None"";""0.61"";""6.72"";""6.72"";""1"";""MOL"";""-1"";""60"";""10"";""0"";""2"";""826.5608"";""1.43"";""NEUTRAL"";""C50H74N4O6"";""C=C(C)[C@@H]1CC[C@]2(COC(=O)c3nc(C)c(C)nc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H]6CCCN6C(=O)[C@@H]6CCCN6C(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"";""ZVWIIEPCAWFUSP-VHRSOYGTSA-N""",,,,,,,,,,,,,
